canonical_smiles,selfies,logBB
CCC1(c2ccccc2)C(=O)NCNC1=O,[C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][N][C][Ring1][=N][=O],-0.07
COc1cc2c(cc1OC)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2,[C][O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][C@@H1][C][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2][C][N][Ring1][=C][C][C][Ring2][Ring1][=Branch1],-0.07
C=CC,[C][=C][C],-0.06
C=CCC1(C(C)CCCC)C(=O)NC(=O)N(C)C1=O,[C][=C][C][C][Branch1][=Branch2][C][Branch1][C][C][C][C][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][#C][=O],-0.06
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,[C][N][C][C][C][C][Ring1][Branch1][C][C][Branch2][Ring1][Ring1][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1],-0.06
CN1[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2,[C][N][C@@H1][C][C][C@H1][Ring1][Branch1][C][C][Branch2][Ring1][Ring1][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1],-0.06
CCOc1ccccc1C(N)=O,[C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=O],-0.05
Cc1c([18F])c(=O)n(-c2ccccc2)n1C,[C][C][=C][Branch1][C][18F][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=N][C],-0.05
Cc1cc(=O)n(-c2ccc(F)cc2)n1C,[C][C][=C][C][=Branch1][C][=O][N][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][Ring1][=N][C],-0.05
O=c1c(Br)ccc2n1CC1CNCC2C1,[O][=C][C][Branch1][C][Br][=C][C][=C][N][Ring1][#Branch1][C][C][C][N][C][C][Ring1][Branch2][C][Ring1][=Branch1],-0.05
O=c1cccc2n1CC1CNC(Br)C2C1,[O][=C][C][=C][C][=C][N][Ring1][=Branch1][C][C][C][N][C][Branch1][C][Br][C][Ring1][=Branch2][C][Ring1][#Branch1],-0.05
O=c1cccc2n1C[C@H]1CNC(Br)[C@@H]2C1,[O][=C][C][=C][C][=C][N][Ring1][=Branch1][C][C@H1][C][N][C][Branch1][C][Br][C@@H1][Ring1][=Branch2][C][Ring1][#Branch1],-0.05
CCNCc1ccc(C(=O)Nc2cc(C)n(Cc3cc(Cl)ccc3OCC(C)C)n2)cc1,[C][C][N][C][C][=C][C][=C][Branch2][Ring2][#Branch1][C][=Branch1][C][=O][N][C][C][=C][Branch1][C][C][N][Branch2][Ring1][Ring2][C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][C][C][Branch1][C][C][C][N][=Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][N],-0.05
CO[C@@H]1CN(CC2Cc3ccc(C#N)cc3C2)CCC1n1c(C(C)(C)O)nc2cc(C)ccc21,[C][O][C@@H1][C][N][Branch2][Ring1][Ring1][C][C][C][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][Ring1][O][C][C][C][Ring2][Ring1][C][N][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][O][=N][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][Ring1][=C],-0.05
Cc1cccc(C)c1Nc1ncc(-c2cccc(OCCN3CCCC3)c2)n2cncc12,[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][N][C][=N][C][=C][Branch2][Ring1][Branch1][C][=C][C][=C][C][Branch1][O][O][C][C][N][C][C][C][C][Ring1][Branch1][=C][Ring1][=C][N][C][=N][C][=C][Ring2][Ring1][#Branch1][Ring1][Branch1],-0.05
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,[O][=C][C][C][C][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O][C][=Branch1][C][=O][N][Ring2][Ring1][C],-0.05
Cc1cnc(N=C(N)N)s1,[C][C][=C][N][=C][Branch1][#Branch1][N][=C][Branch1][C][N][N][S][Ring1][=Branch2],-0.04
Cc1csc(N=C(N)N)n1,[C][C][=C][S][C][Branch1][#Branch1][N][=C][Branch1][C][N][N][=N][Ring1][=Branch2],-0.04
Cc1ncc(-c2csc(N=C(N)N)n2)[nH]1,[C][C][=N][C][=C][Branch1][S][C][=C][S][C][Branch1][#Branch1][N][=C][Branch1][C][N][N][=N][Ring1][=Branch2][NH1][Ring1][=C],-0.04
O,[O],-0.04
Oc1ccc2c(c1)OCO2,[O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1],-0.04
C1CCc2nnnn2CC1,[C][C][C][C][=N][N][=N][N][Ring1][Branch1][C][C][Ring1][#Branch2],-0.03
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=N[C@@H]2O,[C][C][=N][C][=C][N][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=N][C@@H1][Ring2][Ring1][Ring1][O],-0.03
O=c1[nH]c(CCCN2CCC(c3ccccc3)CC2)nc2c(Cl)cccc12,[O][=C][NH1][C][Branch2][Ring1][=Branch1][C][C][C][N][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][N][=N][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring2][Ring1][#Branch2][Ring1][#Branch1],-0.03
CCCCO,[C][C][C][C][O],-0.02
FC(F)=CCl,[F][C][Branch1][C][F][=C][Cl],-0.02
O=C(OCc1ccccc1)N1CCC(CNc2ccccn2)CC1,[O][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][Branch1][O][C][N][C][=C][C][=C][C][=N][Ring1][=Branch1][C][C][Ring1][=C],-0.02
OCCCOc1cccc(CN2CCCCC2)c1,[O][C][C][C][O][C][=C][C][=C][C][Branch1][#Branch2][C][N][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][=N],-0.02
CC(=O)N1CCN(C2CCN(C(=O)N(C)C(C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(c3ccc(F)cc3C)C2)CC1,[C][C][=Branch1][C][=O][N][C][C][N][Branch2][=Branch1][Ring1][C][C][C][N][Branch2][Ring2][=Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][Branch1][C][C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][=C][C][Branch1][=N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring2][C][C][C][Ring2][Ring2][Branch2],-0.01
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,[C][C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C@H1][C][C@@H1][Branch1][C][C][C][=C][C][=C][C@H1][Branch1][C][C][C@H1][Branch1][P][C][C][C@@H1][C][C@@H1][Branch1][C][O][C][C][=Branch1][C][=O][O][Ring1][Branch2][C@H1][Ring1][P][Ring2][Ring1][=Branch1],-0.01
CCCC(C)=O,[C][C][C][C][Branch1][C][C][=O],-0.01
CCCN1CN(c2ccc(Br)cc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,[C][C][C][N][C][N][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][C][Branch2][Ring1][=C][C][C][N][Branch2][Ring1][Ring1][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][C][C][Ring2][Ring1][=N][=O],-0.01
CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1,[C][C][N][C][=C][C][=C][N][=C][Ring1][=Branch1][N][C][C][N][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][NH1][Ring1][O][C][C][Ring2][Ring1][Ring1],-0.01
O=[N+]([O-])c1nccn1CC(O)CF,[O][=N+1][Branch1][C][O-1][C][=N][C][=C][N][Ring1][Branch1][C][C][Branch1][C][O][C][F],-0.01
O=[N+]([O-])c1nccn1CC(O)COCF,[O][=N+1][Branch1][C][O-1][C][=N][C][=C][N][Ring1][Branch1][C][C][Branch1][C][O][C][O][C][F],-0.01
c1ccc2c(c1)CCC(CNCCCNC1=NCCCN1)O2,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][Branch1][#C][C][N][C][C][C][N][C][=N][C][C][C][N][Ring1][=Branch1][O][Ring2][Ring1][Ring1],-0.01
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,[C][C][=N][N][=C][N][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Ring2][Ring1][C],0.0
C,[C],0.0
C=CCC(N)c1ccccc1-c1noc2ccccc12,[C][=C][C][C][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][O][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],0.0
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,[C][C][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C][C][Ring1][O][C][C][C][Branch1][C][C][C][Branch1][C][O][C][C][C][Ring1][O][Ring1][#Branch1],0.0
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,[C][C][C][C][C][C][=C][C][Branch1][C][O][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][O][C][Branch1][C][C][Branch1][C][C][C@@H1][C][C][C][Branch1][C][C][=C][C@@H1][Ring1][=C][Ring1][#Branch1],0.0
CCOC(C)=O,[C][C][O][C][Branch1][C][C][=O],0.0
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,[C][N][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][Ring1][#Branch2][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Ring1][#C],0.0
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,[C][N][C][C][C@][C][C][C][C][C@H1][Ring1][=Branch1][C@H1][Ring1][#Branch2][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Ring1][#C],0.0
COC(=O)[C@@H]1C(=O)C=C(Nc2ccc(Cl)cc2)C[C@@H]1C,[C][O][C][=Branch1][C][=O][C@@H1][C][=Branch1][C][=O][C][=C][Branch1][=N][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C@@H1][Ring1][#C][C],0.0
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,[C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][#C][C],0.0
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,[C][C][=C][C][=N][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][N][Ring1][N][C][C][C][Ring1][Ring1],0.0
NC(=O)C1c2ccccc2C=Cc2ccccc21,[N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C],0.0
C1CO1,[C][C][O][Ring1][Ring1],0.01
CCCCCCCC1(CC)C(=O)NC(=O)NC1=O,[C][C][C][C][C][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch2][=O],0.02
CO,[C][O],0.02
N#N,[N][#N],0.03
[N-]=[N+]=O,[N-1][=N+1][=O],0.03
NN,[N][N],0.03
CC(C)CCO,[C][C][Branch1][C][C][C][C][O],0.04
CCC(C)CO,[C][C][C][Branch1][C][C][C][O],0.04
CCC(O)(CC(N)=O)c1ccccc1,[C][C][C][Branch1][C][O][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],0.04
Cl/C=C/Cl,[Cl][/C][=C][/Cl],0.04
CCC1(CCC(C)C)CNC(=O)NC1=O,[C][C][C][Branch1][Branch2][C][C][C][Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C][Ring1][N][=O],0.04
CC(C)(C)/[N+]([O-])=C\c1ccccc1,[C][C][Branch1][C][C][Branch1][C][C][/N+1][Branch1][C][O-1][=C][\C][=C][C][=C][C][=C][Ring1][=Branch1],0.05
CC(C)(C)[N+]([O-])=Cc1ccccc1,[C][C][Branch1][C][C][Branch1][C][C][N+1][Branch1][C][O-1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],0.05
CCN(CC)CCOC(=O)c1ccc(N)cc1,[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],0.05
CN1CCC(n2nc(-c3c(-c4ccccc4)nn4ccccc34)ccc2=O)CC1,[C][N][C][C][C][Branch2][Ring2][Branch1][N][N][=C][Branch2][Ring1][Branch2][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][C][=C][C][=C][C][=Ring1][#C][Ring1][=Branch1][C][=C][C][Ring2][Ring1][Branch1][=O][C][C][Ring2][Ring1][N],0.06
CN1C(=O)NC2=NCN(C)C2C1=O,[C][N][C][=Branch1][C][=O][N][C][=N][C][N][Branch1][C][C][C][Ring1][=Branch1][C][Ring1][O][=O],0.06
CN1C(=O)NC2N=CN(C)C2C1=O,[C][N][C][=Branch1][C][=O][N][C][N][=C][N][Branch1][C][C][C][Ring1][=Branch1][C][Ring1][O][=O],0.06
CCC(C)(C)O,[C][C][C][Branch1][C][C][Branch1][C][C][O],0.07
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccc(Br)cc1)c1ccc(F)cc1,[O][=C][Branch2][Ring2][C][C][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][N][Ring1][Branch2][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],0.07
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C(C)C)CC1,[C][N][C][=Branch1][C][=O][C][=C][Branch2][Ring1][C][N][C][C][C][C][C][Branch1][=Branch1][C][C][C][Ring1][Ring2][C][C][Ring1][=Branch2][N][=C][Branch1][Ring1][C][#N][N][=C][Ring2][Ring1][Ring1][O][C][C][C][C][N][Branch1][=Branch1][C][Branch1][C][C][C][C][C][Ring1][=Branch2],0.08
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,[C][N][C][=Branch1][C][=O][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][C][C][C][N][Branch1][C][C][C][Ring1][#Branch1][N][Ring1][O][C],0.08
CCOc1cc(OCCCCOc2ccc(C(=O)CC(C)C)c(O)c2)ccc1CCC(=O)O,[C][C][O][C][=C][C][Branch2][Ring1][=C][O][C][C][C][C][O][C][=C][C][=C][Branch1][O][C][=Branch1][C][=O][C][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][=N][=C][C][=C][Ring2][Ring1][=Branch2][C][C][C][=Branch1][C][=O][O],0.08
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,[C][O][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][C][Branch1][C][C][=C][Branch1][O][C][=Branch1][C][=O][O][C][Branch1][C][C][C][C][Ring1][=C][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2],0.08
FCC(Cl)(Cl)Cl,[F][C][C][Branch1][C][Cl][Branch1][C][Cl][Cl],0.08
CCCC1(CC)C(=O)NC(=O)NC1=O,[C][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch2][=O],0.09
CCCCCC1(CC)C(=O)NC(=O)NC1=O,[C][C][C][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch2][=O],0.09
CCN(CC)CCCC(=O)c1cc(Cl)c(N)cc1OC,[C][C][N][Branch1][Ring1][C][C][C][C][C][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][N][C][=C][Ring1][Branch2][O][C],0.09
COc1ccccc1N1CCN(CCN(C(=O)c2ccc(F)cc2)c2ccccn2)CC1,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][N][Branch2][Ring1][=N][C][C][N][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1][C][C][Ring2][Ring1][Branch2],0.09
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,[C][N][C][=Branch1][C][=O][C][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][=C][Ring1][=Branch2][Ring2][Ring1][=Branch1],0.1
Cn1c(=O)[nH]c2ncn(C)c2c1=O,[C][N][C][=Branch1][C][=O][NH1][C][N][=C][N][Branch1][C][C][C][=Ring1][=Branch1][C][Ring1][O][=O],0.1
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,[C][N][C][=Branch1][C][=O][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C@][Branch1][C][C][C][C][N][Branch1][C][C][C@@H1][Ring1][#Branch1][N][Ring1][O][C],0.1
O=C(O)c1cc(O)ccc1[O-],[O][=C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][O-1],0.1
C[NH+](C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,[C][NH1+1][Branch1][=C][C][/C][=C][/C][#C][C][Branch1][C][C][Branch1][C][C][C][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],0.1
C=CC1CC2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,[C][=C][C][C][C][C][C][C][Ring1][=Branch1][C][C][Ring1][=Branch1][C][Branch1][C][O][C][=C][C][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][N][Ring1][Branch2],0.1
C=COCC(F)(F)F,[C][=C][O][C][C][Branch1][C][F][Branch1][C][F][F],0.1
CN1CC(C)(C2=CCCCC2)C(=O)NC1=O,[C][N][C][C][Branch1][C][C][Branch1][=Branch2][C][=C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Ring1][=C][=O],0.1
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,[C][O][C][=C][C][=C][C][=C][Branch1][#Branch2][C@H1][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][C][Ring1][O][=C][Ring1][#C],0.1
c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1,[C][=C][C][Branch1][#Branch2][C][N][C][C][C][C][C][Ring1][=Branch1][=C][C][Branch2][Ring1][Ring1][O][C][C][C][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][=C][Ring2][Ring1][O],0.1
CC(C)(C)O,[C][C][Branch1][C][C][Branch1][C][C][O],0.11
COc1ccc(-n2nc(C)cc2C)cc1CNC1CCCNC1c1ccccc1,[C][O][C][=C][C][=C][Branch1][N][N][N][=C][Branch1][C][C][C][=C][Ring1][=Branch1][C][C][=C][Ring1][=N][C][N][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0.11
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C@H1][C][=Branch1][C][=O][C][C][C@@][Branch1][C][O][C@@H1][Branch1][Ring2][C][Ring1][=N][N][Branch1][C][C][C][C][C@][Ring1][P][Ring1][=C][Ring1][=Branch2],0.11
C[n+]1c2n(c(=O)c3ccccc31)CCC1c3ccccc3NC21,[C][N+1][=C][N][Branch1][#C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Ring2][Ring1][Branch1][Ring1][=Branch2],0.11
Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1,[C][C][=C][C][=C][C][Branch2][Ring2][#Branch1][O][C][C][N][C][C][C][Branch2][Ring1][Branch2][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][C][C][C][=Branch1][C][=O][C][O][Ring1][=Branch2][C][C][Ring2][Ring1][Ring1][=C][C][=C][C][Ring2][Ring1][N][=N][Ring2][Ring1][S],0.11
Clc1cccc(Cl)c1NC1N=CCN1,[Cl][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][N][C][N][=C][C][N][Ring1][Branch1],0.11
FC(F)OC(F)C(F)(F)F,[F][C][Branch1][C][F][O][C][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][F],0.11
NCCn1ncc2cc(Cl)c(Cl)cc21,[N][C][C][N][N][=C][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][Ring1][O],0.11
CCCOC(C)=O,[C][C][C][O][C][Branch1][C][C][=O],0.12
C=COCCCCOC=C,[C][=C][O][C][C][C][C][O][C][=C],0.12
F/C=C/O/C=C/F,[F][/C][=C][/O][/C][=C][/F],0.13
O=C(OCc1ccccc1)N1CCC(CNc2ccncc2)CC1,[O][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][Branch1][O][C][N][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring1][=C],0.13
O=c1cc(NC2CCN(C/C=C/c3ccccc3)CC2)c2cc(Cl)ccc2o1,[O][=C][C][=C][Branch2][Ring1][#Branch1][N][C][C][C][N][Branch1][N][C][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][Ring2][Ring1][O],0.13
CCN(CC)CCNC(=O)c1ccc(N)c(Cl)c1,[C][C][N][Branch1][Ring1][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][Branch1][C][Cl][=C][Ring1][Branch2],0.14
CNCc1ccc(NC(=O)c2cc(C)n(Cc3cc(Cl)ccc3OCc3ccccc3)n2)cc1,[C][N][C][C][=C][C][=C][Branch2][Ring2][#Branch2][N][C][=Branch1][C][=O][C][C][=C][Branch1][C][C][N][Branch2][Ring1][#Branch1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][#C],0.15
O=C(O)COc1ccc(Cl)cc1Cl,[O][=C][Branch1][C][O][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],0.15
Cc1ccc(C)c(C)c1,[C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2],0.16
Clc1ccc(NC2=NCCN2)c(Cl)c1,[Cl][C][=C][C][=C][Branch1][=Branch2][N][C][=N][C][C][N][Ring1][Branch1][C][Branch1][C][Cl][=C][Ring1][=N],0.16
O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)ccn2)CC1,[O][=C][C][C][C][N][Ring1][Branch1][C][C][C][C][N][C][C][N][Branch2][Ring1][Ring1][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=N][Ring1][#Branch2][C][C][Ring1][S],0.16
CCC(C)(C)OC,[C][C][C][Branch1][C][C][Branch1][C][C][O][C],0.17
FC(F)(F)c1ccc(Cl)cc1,[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],0.17
Cc1cc(-c2ccccc2)nnc1N1CCN(c2ncccn2)CC1,[C][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][=C][Ring1][N][N][C][C][N][Branch1][=Branch2][C][=N][C][=C][C][=N][Ring1][=Branch1][C][C][Ring1][N],0.18
CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,[C][C][O][C][=C][C][=C][Branch2][Ring1][S][C][=N][N][N][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][=Branch2],0.18
O=C1c2ccccc2S(=O)(=O)N1CCCCN[C@H]1CCc2ccccc2O1,[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Ring1][O][C][C][C][C][N][C@H1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][#Branch2],0.18
CCCCC1(CC)C(=O)NC(=O)NC1=O,[C][C][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch2][=O],0.19
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,[C][N][C][C][C][C][C][Ring1][=Branch1][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][Ring2][Ring1][C],0.2
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,[C][=C][C][C][Branch1][Branch2][C][Branch1][C][C][C][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][=N][=O],0.2
C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,[C][=C][C][C][Branch1][Branch2][C@H1][Branch1][C][C][C][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][=N][=O],0.2
CCCCCO,[C][C][C][C][C][O],0.2
